Uuid,Void/Retire,Name,Description,Parent,Tag|Login Location,Tag|Visit Location,Tag|Facility Location,Tag|Queue Location,Tag|Admission Location,Tag|Appointment Location,Tag|Transfer Location,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:1000
a9e7b9f0-1c2d-4e5f-8a3b-6d7e8f9a0b1c,,Residencia Santa Maria,Residencia Santa Maria,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,,Comedor,Comedor,Residencia Santa Maria,TRUE,,,,,,,,,,,,,,,,,
c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,,Recepcion,Recepcion,Residencia Santa Maria,TRUE,,,,,,,,,,,,,,,,,
d3e4f5a6-b7c8-9d0e-1f2a-3b4c5d6e7f8a,,Habitaciones,Habitaciones,Residencia Santa Maria,TRUE,,,,,,,,,,,,,,,,,
e4f5a6b7-c8d9-0e1f-2a3b-4c5d6e7f8a9b,,Pasillo,Pasillo,Residencia Santa Maria,TRUE,,,,,,,,,,,,,,,,,
f5a6b7c8-d9e0-1f2a-3b4c-5d6e7f8a9b0c,,Patio,Patio,Residencia Santa Maria,TRUE,,,,,,,,,,,,,,,,,
